Year,Make,Model,Style,Date Modified,Hitch Country of Origin,Hitch Code,Install Ins. PDF,Short Hitch,Hitch Type,24K Fifth Wheel,20K Fifth Wheel,16K Fifth Wheel,24K Fifth Wheel w/ Universal Base Rails,20K Fifth Wheel w/ Universal Base Rails,16K Fifth Wheel w/ Universal Base Rails,24K Fifth Wheel w/ Roller Head  ,20K Fifth Wheel w/ Roller Head  ,16K Fifth Wheel w/ Roller Head  ,24K Fifth Wheel w/ Roller,20K Fifth Wheel w/ Roller,16K Fifth Wheel w/ Roller,24K Fifth Wheel w/ Roller & Base Rails,20K Fifth Wheel w/ Roller & Base Rails,16K Fifth Wheel w/ Roller & Base Rails,Universal Base Rails w/ hardware.  Gloss Black,Universal Base Rails w/ hardware.  Carbide Black,Universal Base rails only.  Gloss Black,Universal Base rails only.  Carbide Black,Price Code, Vehicle Capacity,WC/TW Capacity,WD/TW Capacity,Weight Carrying,WC Tongue Weight,Weight Distribution,WD Tongue Weight,Exposed/ Concealed,Drilling Required ,Note 1,Note 2,Note 3,Note 4,Merged Notes,Install Time,Hitch UPC,Hitch List Price,MAP Price,Jobber Price,Shipping Weight,Box Length,Box Height,Box Width,General Product Description,Bullet 1,Bullet 2,Bullet 3,Bullet 4,Bullet 5,Connector Country of Origin,Connector Code,Connector UPC,Connector List Price,Connector MAP Price,Connector Jobber Price,Connector Install Time,Connector Shipping Weight,Connector Notes,Accessory UPC List #2
2009,GMC,Sierra 3500 HD,All,9/24/2012,US,16418,16418,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,,,,,90,612314164189,265.88,159.53,172.82,56.65,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,TW,56000,612314560004,137.71,82.63,89.51,45,0.96,10ft. Adaptor Harness.  Uses OEM connector assemblies that plug into existing vehicle harness.,
2010,GMC,Sierra 3500 HD,All,9/24/2012,US,16418,16418,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,,,,,90,612314164189,265.88,159.53,172.82,56.65,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,TW,56070,612314560707,123.17,73.90,80.06,45,1.00,7ft. Adaptor Harness.  Uses OEM connector assemblies that plug into existing vehicle harness.,
2010,GMC,Sierra 3500 HD,All,9/24/2012,US,16418,16418,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,,,,,90,612314164189,265.88,159.53,172.82,56.65,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,TW,56000,612314560004,137.71,82.63,89.51,45,0.96,10ft. Adaptor Harness.  Uses OEM connector assemblies that plug into existing vehicle harness.,
2011,GMC,Sierra 3500 HD,All,9/24/2012,US,16413,16413,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,40,612314164134,193.68,116.21,125.89,26.20,30.00,4.00,10.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,TW,56070,612314560707,123.17,73.90,80.06,45,1.00,7ft. Adaptor Harness.  Uses OEM connector assemblies that plug into existing vehicle harness.,
2011,GMC,Sierra 3500 HD,All,9/24/2012,US,16413,16413,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,40,612314164134,193.68,116.21,125.89,26.20,30.00,4.00,10.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,TW,56000,612314560004,137.71,82.63,89.51,45,0.96,10ft. Adaptor Harness.  Uses OEM connector assemblies that plug into existing vehicle harness.,
2012,GMC,Sierra 3500 HD,All,9/24/2012,US,16413,16413,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,40,612314164134,193.68,116.21,125.89,26.20,30.00,4.00,10.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,TW,56070,612314560707,123.17,73.90,80.06,45,1.00,7ft. Adaptor Harness.  Uses OEM connector assemblies that plug into existing vehicle harness.,
2012,GMC,Sierra 3500 HD,All,9/24/2012,US,16413,16413,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,40,612314164134,193.68,116.21,125.89,26.20,30.00,4.00,10.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,TW,56000,612314560004,137.71,82.63,89.51,45,0.96,10ft. Adaptor Harness.  Uses OEM connector assemblies that plug into existing vehicle harness.,
2013,GMC,Sierra 3500 HD,All,1/16/2013,US,16413,16413,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,40,612314164134,193.68,116.21,125.89,26.20,30.00,4.00,10.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,TW,56070,612314560707,123.17,73.90,80.06,45,1.00,7ft. Adaptor Harness.  Uses OEM connector assemblies that plug into existing vehicle harness.,
2014,GMC,Sierra 3500 HD,All,8/9/2013,US,16413,16413,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,40,612314164134,193.68,116.21,125.89,26.20,30.00,4.00,10.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,TW,56000,612314560004,137.71,82.63,89.51,45,0.96,10ft. Adaptor Harness.  Uses OEM connector assemblies that plug into existing vehicle harness.,
2004,Nissan,Titan,All,11/19/2012,US,16470,16470,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,Installation on vehicles with cargo box of less than 6' requires installation of CURT roller,,,,60,612314164707,197.42,118.45,128.32,33.00,11.00,9.00,9.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2005,Nissan,Titan,All,11/19/2012,US,16470,16470,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,Installation on vehicles with cargo box of less than 6' requires installation of CURT roller,,,,60,612314164707,197.42,118.45,128.32,33.00,11.00,9.00,9.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2006,Nissan,Titan,All,11/19/2012,US,16470,16470,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,Installation on vehicles with cargo box of less than 6' requires installation of CURT roller,,,,60,612314164707,197.42,118.45,128.32,33.00,11.00,9.00,9.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2007,Nissan,Titan,All,11/19/2012,US,16470,16470,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,Installation on vehicles with cargo box of less than 6' requires installation of CURT roller,,,,60,612314164707,197.42,118.45,128.32,33.00,11.00,9.00,9.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2008,Nissan,Titan,All,11/19/2012,US,16470,16470,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,Installation on vehicles with cargo box of less than 6' requires installation of CURT roller,,,,60,612314164707,197.42,118.45,128.32,33.00,11.00,9.00,9.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2009,Nissan,Titan,All,11/19/2012,US,16470,16470,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,Installation on vehicles with cargo box of less than 6' requires installation of CURT roller,,,,60,612314164707,197.42,118.45,128.32,33.00,11.00,9.00,9.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2010,Nissan,Titan,All,11/19/2012,US,16470,16470,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,Installation on vehicles with cargo box of less than 6' requires installation of CURT roller,,,,60,612314164707,197.42,118.45,128.32,33.00,11.00,9.00,9.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2011,Nissan,Titan,All,11/19/2012,US,16470,16470,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,Installation on vehicles with cargo box of less than 6' requires installation of CURT roller,,,,60,612314164707,197.42,118.45,128.32,33.00,11.00,9.00,9.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2012,Nissan,Titan,All,11/19/2012,US,16470,16470,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,Installation on vehicles with cargo box of less than 6' requires installation of CURT roller,,,,60,612314164707,197.42,118.45,128.32,33.00,11.00,9.00,9.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2011,Ram,2500,All,10/11/2012,US,16420,16420,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,90,612314164202,266.82,160.09,173.43,41.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,,,,,,,,,,
2012,Ram,2500,All,10/11/2012,US,16420,16420,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,90,612314164202,266.82,160.09,173.43,41.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,,,,,,,,,,
2013,Ram,2500,All,8/8/2013,US,16426,16426,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,90,612314164264,228.55,137.13,148.56,27.00,15.00,8.00,7.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,,,,,,,,,,
2014,Ram,2500,With Prep Package,12/16/2013,US,16427,16427,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,90,612314164271,248.62,149.17,161.61,26.66,17.00,8.00,6.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,,,,,,,,,,
2015,Ram,2500,With Prep Package,9/23/2015,US,16427,16427,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,90,612314164271,248.62,149.17,161.61,26.66,17.00,8.00,6.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,,,,,,,,,,
2016,Ram,2500,With Prep Package,9/23/2015,US,16427,16427,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,90,612314164271,248.62,149.17,161.61,26.66,17.00,8.00,6.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,,,,,,,,,,
2011,Ram,3500,All,10/11/2012,US,16420,16420,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,90,612314164202,266.82,160.09,173.43,41.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,,,,,,,,,,
2012,Ram,3500,All,10/11/2012,US,16420,16420,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,90,612314164202,266.82,160.09,173.43,41.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,,,,,,,,,,
2013,Ram,3500,All,8/8/2013,US,16426,16426,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,90,612314164264,228.55,137.13,148.56,27.00,15.00,8.00,7.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,,,,,,,,,,
2014,Ram,3500,All,10/28/2013,US,16426,16426,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,90,612314164264,228.55,137.13,148.56,27.00,15.00,8.00,7.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,,,,,,,,,,
2015,Ram,3500,All,9/8/2015,US,16426,16426,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,90,612314164264,228.55,137.13,148.56,27.00,15.00,8.00,7.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,,,,,,,,,,
2016,Ram,3500,All,9/8/2015,US,16426,16426,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,90,612314164264,228.55,137.13,148.56,27.00,15.00,8.00,7.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,,,,,,,,,,
2000,Toyota,Tundra,"Standard Cab Pickup, 8' Bed",10/11/2012,US,16465,16465,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,60,612314164653,298.98,179.39,194.34,35.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2001,Toyota,Tundra,"Standard Cab Pickup, 8' Bed",10/11/2012,US,16465,16465,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,60,612314164653,298.98,179.39,194.34,35.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2002,Toyota,Tundra,"Standard Cab Pickup, 8' Bed",10/11/2012,US,16465,16465,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,60,612314164653,298.98,179.39,194.34,35.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2003,Toyota,Tundra,"Standard Cab Pickup, 8' Bed",10/11/2012,US,16465,16465,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,60,612314164653,298.98,179.39,194.34,35.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2004,Toyota,Tundra,"Standard Cab Pickup, 8' Bed",10/11/2012,US,16465,16465,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,60,612314164653,298.98,179.39,194.34,35.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2005,Toyota,Tundra,"Standard Cab Pickup, 8' Bed",10/11/2012,US,16465,16465,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,60,612314164653,298.98,179.39,194.34,35.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2006,Toyota,Tundra,"Standard Cab Pickup, 8' Bed",10/11/2012,US,16465,16465,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,No,No drilling required,,,,,60,612314164653,298.98,179.39,194.34,35.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2007,Toyota,Tundra,"6.5' Bed, Except Extended Crew Cab Pickup",10/11/2012,US,16468,16468,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,,,,,90,612314164684,268.26,160.96,174.37,150.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2008,Toyota,Tundra,"6.5' Bed, Except Extended Crew Cab Pickup",10/11/2012,US,16468,16468,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,,,,,90,612314164684,268.26,160.96,174.37,150.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2009,Toyota,Tundra,"6.5' Bed, Except Extended Crew Cab Pickup",10/11/2012,US,16468,16468,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,,,,,90,612314164684,268.26,160.96,174.37,150.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2010,Toyota,Tundra,"6.5' Bed, Except Extended Crew Cab Pickup",10/11/2012,US,16468,16468,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,,,,,90,612314164684,268.26,160.96,174.37,150.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2011,Toyota,Tundra,"6.5' Bed, Except Extended Crew Cab Pickup",10/11/2012,US,16468,16468,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,,,,,90,612314164684,268.26,160.96,174.37,150.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2012,Toyota,Tundra,"6.5' Bed, Except Extended Crew Cab Pickup",10/11/2012,US,16468,16468,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,,,,,90,612314164684,268.26,160.96,174.37,150.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2013,Toyota,Tundra,"6.5' Bed, Except Extended Crew Cab Pickup",9/27/2013,US,16468,16468,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,,,,,90,612314164684,268.26,160.96,174.37,150.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
2014,Toyota,Tundra,"6.5' Bed, Except Extended Crew Cab Pickup",9/27/2013,US,16468,16468,Custom Fifth Wheel Bracket Kit,Fifth Wheel Bracket,16245,16130,16115,16246,16131,16116,16545,16530,16515,16546,16536,16516,16646,16636,16616,16100,16200,16104,16204,,,,,,,,,,Yes,Drilling required,,,,,90,612314164684,268.26,160.96,174.37,150.00,50.00,3.50,12.00,,Cuts install time by up to 50%,Reduces or eliminates drilling,Provides a customer fit,To be used in combination with 16104/16204 rails with no need for universal brackets and hardware,Rail mounting hardware included,n/a,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
